PortName,PortLat,PortLong
Port of Sarroch,39.086,9.0264
Port of San Vincente,18.508,122.15
Port of Vaksdal,60.477,5.7358
Portoscuso Harbor,39.202,8.3803
Port of Houston,29.739,-95.20299999999999
Port of Lembar,-8.7297,116.07
Port of Sandefjord,59.123999999999995,10.23
Port of Orkanger,63.313,9.8394
Faldsled Havn,55.153,10.144
Port of Pedregal,8.365,-82.435
Port of Dampier,-20.647,116.7
Port of Zhoushan,30.003,122.1
Prachuap Port,11.206,99.58
Port of Saint-Denis-d'Oleron,46.036,-1.37
Port of Yantai,37.571,121.39
Port of Mustola,61.068999999999996,28.307
Port of Tiksi,71.643,128.88
Aarosund Havn,55.263000000000005,9.7094
Porto di Falconara,43.641999999999996,13.386
Port of Risor,58.721000000000004,9.2392
Port of Hallstavik,60.062,18.589000000000002
Port of Suva,-18.133,178.42
Port of Mesaieed,24.906,51.571000000000005
Port of Le Palais,47.348,-3.155
Port of Tolkkinen,60.332,25.58
Main Brook Harbor,51.185,-56.007
Pierowall Pier,59.323,-2.9753
Port of Brindisi,40.646,17.959
Port of Poughkeepsie,41.705,-73.943
Port of Saint-Mandrier-sur-Mer,43.07899999999999,5.9164
Port of Saint-Aygulf,43.391999999999996,6.7303
Balfour Pier,59.031000000000006,-2.9083
Port of Hakodate,41.788000000000004,140.71
Port of Yawata,33.894,130.8
The Port of Wilmington,39.717,-75.52199999999999
Port of Tobruq,32.076,23.980999999999998
Port of Tongshan,34.343,117.22
Port of Port Isabel,26.066999999999997,-97.212
Port of Nenana,64.565,-149.09
Punta Guayanes,18.063,-65.816
Port of Nizhnevartovsk,60.917,76.559
Port Messery,46.35,6.2775
Port of South Louisiana,29.945999999999998,-90.355
Port of Rauma,61.126000000000005,21.451999999999998
Porto di Sant Agata di Militello,38.071999999999996,14.622
Port of Busum,54.125,8.8614
Port of Imabari,34.068000000000005,133.01
Port of Potsdam,52.395,13.068
Newcastle Harbor,46.998000000000005,-65.562
Port of Punta Cardon,11.624,-70.233
Port of Guangzhou,23.094,113.41
Puerto de Playa de Santiago,28.026999999999997,-17.198
Port of Walla Walla,46.21,-119.02
Port of Luba,3.4617,8.555
Port of Honiara,-9.4264,159.98
Port of Penang,5.3883,100.35
Port of Lillesand,58.248000000000005,8.38
Port of Catbalogan,11.774000000000001,124.88
Strangford Harbor,54.372,-5.5553
Scalloway Harbour,60.135,-1.2808
Port of Ouzinkie,57.92100000000001,-152.5
Port of Sungai Pakning,1.3328,102.15
Port of Bethel,60.788000000000004,-161.76
Kettletoft Pier,59.231,-2.5983
Meteghan Harbor,44.218999999999994,-66.143
Derbyhaven Harbor,54.075,-4.6153
Port of Dunkerque,51.022,2.1733
Port of Kralendijk,12.148,-68.278
Port of Santo Tomas de Castilla,15.695,-88.616
Port of Wanganui,-39.944,174.99
Port of Kasargode,12.475999999999999,74.994
Port of Buka,-5.4342,154.67
Port of Donggala,-0.66333,119.74
Port of Onomichi,34.399,133.19
Port of Amirabad,36.841,53.31100000000001
Port of Port Albemarle,-52.136,-60.558
Cutter Point Harbor,-8.1169,157.1
Port of Legazpi,13.144,123.76
Port of Bonnieres sur Seine,49.038999999999994,1.5708
Port of Keadby,53.592,-0.73917
Port of Medulin,44.817,13.931
Port of Paradip,20.271,86.671
Port of Port Williams,-54.931999999999995,-67.604
Port of Biak,-1.1839,136.07
Port of Spring Bay,-42.547,147.93
Port of Mazarron,37.563,-1.2569
Port of Yakutsk,62.04600000000001,129.78
Port of Toyohashi,34.721,137.31
Port of Channahon,41.426,-88.18700000000001
Port of Port-au-Prince,18.566,-72.343
Kaumalapau Harbor Lanai,20.787,-156.99
Sligo Harbour,54.272,-8.4739
Port of Gangavaram,17.617,83.23299999999999
Port of Hachinohe,40.546,141.53
Port of Huainan,32.674,117.02
Port of Usti nad Labem,50.653,14.058
Port of Tamano,34.489000000000004,133.95
Frenchboro Harbor,44.118,-68.36399999999999
Yawatahama Harbor,33.457,132.42
Port of Friday Harbor,48.538000000000004,-123.01
Port of Narsaq,60.909,-46.052
Port of Soderhamn,61.308,17.093
Nagato Harbor,34.387,131.19
Port of St. Petersburg,59.927,30.23
Port of Penuba,-0.38194,104.42
Port of Clarkson,43.49,-79.607
Port of Mariager,56.653999999999996,9.9792
Port of Dover,51.121,1.3253
Port of Krabi,8.0575,98.92
Port of Qasigiannguit,68.818,-51.191
Port of Soverato,38.695,16.549
Port of Nunukan,4.145,117.65
Port of Carry-le-Rouet,43.32899999999999,5.1525
Port of Tacoma,47.266999999999996,-122.41
Naval Base Simon's Town,-34.19,18.437
Port of Bakkafjordur,66.021,-14.825
Finstown Amenity Slipway,59.006,-3.1097
Port of Taltal,-25.397,-70.485
Port of Bangor,54.665,-5.6708
Porto di Lavagna,44.306999999999995,9.3383
Rosehearty Harbour,57.7,-2.1147
Port of Tubang,-1.7589,125.1
Puerto de Nueva Palmira,-33.879,-58.424
Port of Itea,38.431999999999995,22.421999999999997
Port of Playa del Carmen,20.624000000000002,-87.068
Port of Easter Island,-27.154,-109.44
Port of Mucuripe,-3.7075,-38.477
Port of Bjorn,66.081,12.588
Port of Gunung Sitoli,1.29,97.62
Port of Gustavia,17.903,-62.853
Cromarty Firth,57.685,-4.1719
Mikurajima Harbor,33.896,139.59
Port of Hay Point,-21.268,149.3
Port of Aitape,-3.1406,142.35
Porto di Rimini,44.077,12.573
Port of Himeji,34.774,134.61
Giglio Porto,42.36,10.921
Newburgh Harbor,56.354,-3.2378
Port of Thorshavn,62.006,-6.7683
Koiguste Harbour,58.371,22.975
Marysville Harbor,44.195,-76.439
Puero de Tarajal,28.644000000000002,-17.942999999999998
Port of Rock Island,41.50899999999999,-90.57700000000001
Port of Baie Verte,49.938,-56.191
Port of Roytta,65.753,24.156999999999996
Port of Oakland,37.799,-122.3
Port of Castro,-42.481,-73.758
Bromborough Dock,53.356,-2.9769
Port of Perros-Guirec,48.805,-3.4406
Port of Plomari,38.974000000000004,26.369
Bopec Terminal,12.220999999999998,-68.383
Port of Degerhamn,56.354,16.406
Port of Santander,43.442,-3.8078
Port of Monopoli,40.955999999999996,17.301
Port of Carboneras,36.977,-1.9
Port of Monopoli,40.955999999999996,17.304000000000002
Longhope Pier,58.8,-3.2072
Port of Marathon,48.72,-86.39200000000001
Port of Longkou,37.646,120.31
Port of Yombo,-4.4325,11.665
Port of Pastelillo,21.537,-77.262
Port of Hobro,56.64,9.8092
Port of Huadu,22.465999999999998,113.89
Port of La Ceiba,15.794,-86.76100000000001
San Bartolomeo Al Mare Harbor,43.92,8.1061
Puerto de Salina Cruz,16.157,-95.20299999999999
Eddyville Riverport,37.063,-88.072
Virtsu Harbour,58.568000000000005,23.5
Port of Catherine Hill Bay,-33.16,151.63
Port of Phrapradang,13.66,100.57
Port of Yandina,-9.0789,159.23
Masset Harbor,54.007,-132.15
Humber Sea Terminal,53.666000000000004,-0.23444
Port of Bronnoysund,65.473,12.203
Port of Hannan,34.463,135.35
Port of Ile de Saint-Nicolas,47.722,-4.0028
Saimaa Canal,61.028,28.424
Port of Port St. Joe,29.831999999999997,-85.314
Port of Innoshima,34.28,133.19
Castletown Harbor,54.074,-4.6517
Gourock Harbour,55.958,-4.8103
Port of Palma,39.558,2.6303
Port of Helsinki,60.159,24.923000000000002
Port of Sian,30.899,119.65
Merak Petroleum Base,-5.9553,106.0
Port of Buenos Aires,-34.599000000000004,-58.371
Jose D. Leon Guerrero Commercial Port,13.443,144.66
Port of Susoh,3.7203,96.811
Terminal Maritimo Muelles El Bosque,10.398,-75.527
Port of Peroj,44.956,13.784
Dart Harbour,50.351000000000006,-3.5747
Port of Genoa,44.405,8.9164
Port of Halden,59.118,11.38
Port of Biarritz,43.483000000000004,-1.5647
Gourdon Harbour,56.82899999999999,-2.2858
Port of Belize,17.48,-88.20299999999999
Port of Canouan,12.704,-61.32899999999999
Porto di Vieste,41.888000000000005,16.177
Rothesay Harbor,55.838,-5.0531
Port of Murom,55.576,42.068999999999996
Port of Ulyanovsk,54.297,48.393
Gustavus Harbor,58.39,-135.73
Port of Ekenas,59.976000000000006,23.436999999999998
Port of Oulu,65.01100000000001,25.454
Port of Gavle,60.684,17.198
Port of Mizushima,34.504,133.74
Port Botany,-33.973,151.22
Port of Tripoli,34.455,35.821
Port of Uto,59.781000000000006,21.373
Makurazaki Harbor,31.265,130.29
Port of Kokkola,63.858999999999995,23.033
Port of Penglai,37.817,120.83
Port of Oran,35.713,-0.63861
Port of Vyborg,60.705,28.732
Port of Palompon,11.05,124.38
Port of Rasa,45.026,14.052999999999999
Mallaig Harbour,57.007,-5.8272
Port of Chittagong,22.269000000000002,91.831
Syndial S.p.A.,39.402,17.144000000000002
Port of Nacala,-14.540999999999999,40.668
Marina de Villaputzu,39.44,9.6403
Port of Oranienburg,52.743,13.244000000000002
Port of Qinzhou,21.699,108.61
Porto di Porto Ercole,42.397,11.21
Port of Richibucto,46.68,-64.861
Port Fluvial d'Arles,43.698,4.6269
Boothbay Harbor,43.849,-69.626
Port of Santiago de Cuba,20.002,-75.861
Port of Hiroshima,34.365,132.42
Port of El-Sokhna,29.648000000000003,32.356
Santa Cruz Das Flores,39.452,-31.125
Udang Natuna Terminal,4.0331,106.48
Puerto de Playa de Fanabe,28.078000000000003,-16.737000000000002
Port of Dock Sud,-34.634,-58.348
La Pampilla Terminal,-11.924000000000001,-77.155
Port of Boston,52.968999999999994,-0.017778
Port of Yarmouth,43.836000000000006,-66.123
Port of Lake Charles,30.214000000000002,-93.25399999999999
Port of Nuevitas,21.563000000000002,-77.243
Port of Lobito,-12.337,13.571
Port de Lille,50.625,3.0228
Port of Baku,40.348,49.876000000000005
Port of Montego Bay,18.467,-77.937
Port of Gocek,36.753,28.934
Bideford Harbour,51.018,-4.2039
Port de Taverna,42.339,9.5406
Port of Kalymnos,36.948,26.988000000000003
Port of Kasimov,54.935,41.348
Port of Ronneby,56.175,15.3
Masuda Harbor,34.694,131.82
Puertod de El Chorrillo,28.401,-16.322
Kosai Harbor,34.708,137.56
Port of New Orleans,29.914,-90.09100000000001
Port of Kushiro,42.989,144.35
La Caletta Di Siniscola,40.611999999999995,9.7528
Esperance Port Authority,-33.872,121.9
Tokura Harbor,38.644,141.45
Port of Jacmel,18.230999999999998,-72.536
Loch Gairloch Harbor,57.711000000000006,-5.6839
Port of Longyan,37.417,122.64
Port of South Point,38.431,-82.598
Port of Wete,-5.0636,39.717
Port of Thankasserry,8.9342,76.541
Barry Electric Generating Plant,31.008000000000003,-88.012
Tiverton Harbor,41.638000000000005,-71.21600000000001
Machias Harbor,44.716,-67.453
Port of Kazan,55.748000000000005,49.086000000000006
Port of Prague,50.08,14.427999999999999
Port of Brehat,48.839,-3.0036
Port of Shilong,23.104,113.84
Port of Choshi,35.722,140.85
Port of El-Dekheila,31.142,29.799
Green Harbour,19.616,37.242
Port of Police,53.57,14.575
Port Wing Harbor,46.791000000000004,-91.385
Port of Xiangfan,32.053000000000004,112.18
Port of Newcastle upon Tyne,54.965,-1.5953
Belfast Harbor,44.428999999999995,-69.002
Port of Bahia De Caraquez,-0.60056,-80.415
Port of Kotzebue,66.89699999999999,-162.59
Sea Mounting Centre,50.895,-1.4275
Port of Khorramshahr,30.433000000000003,48.187
Port of Yorktown,37.224000000000004,-76.473
Port of Shiogama,38.319,141.05
Robinhood Harbor,43.853,-69.734
Port of Alpena,45.065,-83.416
Port of Maraba,-5.3428,-49.108999999999995
Port of La Trinite,14.739,-60.958
Collafirth Harbour,60.54,-1.3494
Port of Corfu,39.629,19.912
Matagorda Harbor,28.693,-95.956
City Yacht Basin,39.538000000000004,-76.09100000000001
Port of Paramaribo,5.82,-55.141999999999996
Port of La Spezia,44.086999999999996,9.8506
Port of Brighton,10.249,-61.63
Bantry Bay Harbour,51.681000000000004,-9.4597
Port of Aola Bay,-9.5314,160.49
Kanonji Harbor,34.125,133.64
Military Ocean Terminal Sunny Point (MOTSU),33.994,-77.958
Vada Harbor,43.353,10.449000000000002
Port of Ambriz,-7.8333,13.100999999999999
Port of St. Andrews,45.075,-67.056
Meanish Harbor,57.456,-6.7458
Port of Porvoo,60.375,25.686999999999998
Carlingford Harbor,54.042,-6.1833
Flotta Oil Terminal,58.843,-3.1175
Port of Coron,11.991,120.21
Port of Yakutat,59.547,-139.74
Port of Kankasanturai,9.8186,80.031
Port of Jacmel,18.232,-72.538
Port of Breiddalsvik,64.786,-14.008
Port of Degrad des Cannes,4.8531,-52.275
Aki Harbor,33.501,133.89
Marina Di Capitana,39.205999999999996,9.3028
Bergkvara Port,56.388000000000005,16.09
Port of Skulte,57.316,24.403000000000002
Port of Khasab,26.204,56.245
Dow Quimica Terminal,-12.789000000000001,-38.475
Backaland Pier,59.156000000000006,-2.7475
Port of Port La Nouvelle,43.02,3.0533
Ladysmith Harbor,49.001000000000005,-123.82
Port of Zadar,44.118,15.220999999999998
Port of Jinshi,29.625999999999998,111.89
Banias Oil Terminal,35.218,35.951
Port of Jinshi,29.625999999999998,111.87
Port of San Nicola a Mare,40.219,14.985999999999999
Triigi Harbor,58.591,22.719
Port of Kraljevica,45.291000000000004,14.552
Port of Pulupandan,10.519,122.8
Port of Zonguldak,41.457,31.785
Triigi Harbor,58.591,22.718000000000004
Puerto del Rosario,28.495,-13.857000000000001
Porto da Horta,38.53,-28.625
Port of Malili,-2.6392,121.09
Port of Exmouth,-21.955,114.14
Marine de Porto,42.266999999999996,8.6942
Port of Anapa,44.898,37.303000000000004
Port of Wakkanai,45.411,141.69
Port of Iberia,29.943,-91.845
Port of Orehoved,54.958,11.853
Port of Wyndham,-15.450999999999999,128.1
Port of Villa San Giovanni,38.221,15.633
Port of Guanica,17.965,-66.923
Port of Strangnas,59.376999999999995,17.034000000000002
Sant' Antioco Harbor,39.06,8.4628
Port of Halle,51.483000000000004,11.967
Port of Yangpu,19.729,109.2
Port of Sunda Kelapa,-6.1067,106.81
Port of Arendal,58.45399999999999,8.7617
Port of Tongjiang,47.547,132.42
Novigrad Habor,45.318999999999996,13.561
Port of Calicut,11.265,75.764
Port of Garfield,46.702,-117.47
Port of Barcadera,12.48,-69.998
Shimama Harbor,30.465999999999998,130.86
Port of Nishtun,15.821,52.196999999999996
Port of Vitino,67.081,32.324
Port of Qinhuangdao,39.907,119.59
Port of Crib Point,-38.363,145.23
Port of Huron,41.391999999999996,-82.552
Port of Juneau,58.379,-134.67
Port of Muskogee,35.788000000000004,-95.303
Port of Regencia,-19.654,-39.817
Port of Belfast,54.621,-5.8956
Port of Sandwich,41.773,-70.503
Port of Mangrol,21.105999999999998,70.101
Port of Ust Kamchatsk,56.23,162.53
Port of San Francisco,37.789,-122.4
Port of Rumoi,43.95399999999999,141.64
Port of Puerto Princesa,9.7447,118.73
Port of Port de Paix,19.942999999999998,-72.833
Port of Ras Tanura,26.649,50.166000000000004
Port of Nantong,32.024,120.77
Port of Khor Fakkan,25.353,56.365
Conwy Harbour,53.288999999999994,-3.8331
Port of Port Alma,-23.585,150.86
Ardrossan Harbour,55.64,-4.82
Port of Cahirsiveen,51.948,-10.227
Porto di Castiglione della Pescaia,42.762,10.882
Port of Alumar,-2.6789,-44.361000000000004
Port of Borgholm,56.88,16.646
Port of Sudavik,66.03699999999999,-22.986
Port of Fort Pierce,27.463,-80.313
Forestville Harbor,48.736000000000004,-69.06
Kaiyo Harbor,33.592,134.36
Port of Yeosu,34.747,127.76
Dames Point,30.39,-81.559
Port of Marquette,46.54,-87.387
Arnager Havn,55.052,14.78
Port of Doha,25.298000000000002,51.559
Port Sudan,19.616,37.224000000000004
Port of Bruyeres-sur-Oise,49.15,2.3133
Gera Bay Harbor,39.114000000000004,26.555999999999997
Novaglie Harbor,39.861,18.392
Puerto de Ita Enramada,-25.275,-57.641999999999996
Porto turistico Riva di Traiano,42.063,11.812000000000001
Port of Aguadilla,18.429000000000002,-67.161
Port of Milford Haven,51.711000000000006,-5.0392
Port of Bodo,67.289,14.376
Port of Shui Dong,21.479,111.07
Port of Santa Cruz del Sur,20.701,-77.98
Port of Portland,-38.349000000000004,141.61
Coal Harbor,50.598,-127.58
Port of Baddeck,46.096000000000004,-60.75
Newburyport Harbor,42.81399999999999,-70.855
Puerto Quetzal,13.922,-90.792
Port of Callao,-12.045,-77.14699999999999
Point Arena Cove,38.914,-123.71
Port of Scarborough,11.18,-60.736000000000004
Port of A Coruna,43.363,-8.3906
Port of Odense,55.418,10.389000000000001
Port of Koping,59.504,16.016
Port of Freeport,32.324,-64.835
Port of Rijeka,45.328,14.425999999999998
Port of Kasaoka,34.466,133.43
Port of  Corinto,12.482000000000001,-87.171
Port of Ormoc,11.003,124.6
Port of Lyttelton,-43.606,172.72
Port of Innisfail,-17.524,146.03
Port of Avondale,29.926,-90.186
Porto di Cavallino-Treporti,45.485,12.584000000000001
Solomons Island Harbor,38.33,-76.455
Bar Harbor Harbor,44.396,-68.211
Port of Huangshi,30.226999999999997,115.08
Port of Agadir,30.424,-9.6358
Port of Toenning,54.31399999999999,8.9486
Port of Scilla,38.256,15.716
Port of Dongtai,32.856,120.33
Port of Aurland,60.906000000000006,7.185
Port of Gibraltar,36.137,-5.3614
El Barquito Harbor,28.916999999999998,-13.703
Reerso Fiskerihavn,55.516999999999996,11.119000000000002
Belida Marine Terminal,4.1331,105.13
Noyo Harbor,39.427,-123.81
Puerto de Santiago,28.247,-16.842
Port of Lochaline,56.536,-5.7753
Irvine Harbour,55.608999999999995,-4.6844
Port of Hanstholm,57.121,8.5964
Port of Borgarfjordur Eystri,65.528,-13.814
Port of Mina al Fahal,23.658,58.501000000000005
Southwest Harbor,44.273999999999994,-68.317
Rosslare Europort,52.254,-6.3358
Quang Ninh Port,20.974,107.05
Contrecoeur Harbor,45.856,-73.241
Port of Burketown,-17.554000000000002,139.74
Shell Haven,51.511,0.5575
Port of Ube,33.938,131.24
Port of Whitemark,-40.122,148.01
Port of Zeytinburnu,40.98,28.896
Port of Ormoc,11.003,124.61
Spragge Harbor,46.196999999999996,-82.697
Puerto Ordaz,8.3481,-62.722
Port Polnocny,54.394,18.721
Port of Mar del Plata,-38.043,-57.533
Porto di Giannutri,42.25,11.105
Port of Lanildut,48.471000000000004,-4.7544
Komatsu Harbor,36.418,136.42
Port of Columbus,32.446999999999996,-84.98299999999999
Port of Bucksport,44.571999999999996,-68.80199999999999
Port of Collo,37.006,6.57
Port of Campana,-34.153,-58.952
Port of Ferrysburg,43.07899999999999,-86.211
Port of Tubang,-1.7608,125.1
Port of Panjang,-5.4681,105.32
Port of Magdeburg,52.152,11.672
Port of Rostock,54.153,12.119000000000002
Port of Burlington,40.81,-91.096
Port of Molfetta,41.208,16.59
Port of Porto Amboim,-10.728,13.755
Port of Antonina,-25.432,-48.706
Esquimalt Harbor,48.43600000000001,-123.44
Port of Kandalaksha,67.135,32.408
Port of Cap-d'Ail,43.724,7.4156
Port of Uttan,19.31,72.794
Port of Dhamra,20.794,86.898
Port of Rosedale,33.817,-91.02600000000001
Pequiven (Jose Fertinitro),10.117,-64.87
Port of Regencia,-19.645,-39.823
Nansha Port,22.64,113.67
Port of Chicago,41.68899999999999,-87.566
Port of Manta,-0.9355600000000001,-80.723
Port Municipal de Menton,43.776,7.5097
Port of Ust-Dunaisk,45.467,29.711
Port of Uddevalla,58.348,11.908
Port of Guayaquil,-2.2842,-79.904
Port of Weipa,-12.67,141.87
Port of Elblag,54.165,19.391
Port of Igoumenitsa,39.498000000000005,20.261
Port of Mezen,65.893,44.126999999999995
Port of Koper,45.556999999999995,13.735999999999999
Port of Geelong,-38.126999999999995,144.39
Port of Weston Point,53.328,-2.7575
Port of Garston,53.35,-2.9064
Port Benodet,47.873999999999995,-4.115
Port of Port Stephens,-52.099,-60.831
Port of Motril,36.719,-3.5225
Port of Kochi,33.524,133.56
Port of Harbin,45.805,126.66
Port of Varna,43.193999999999996,27.892
Stonehaven Harbour,56.958999999999996,-2.2017
Port of Palacios,28.699,-96.22399999999999
Port of Cancale,48.669,-1.855
Port of Vieux-Fort,13.722999999999999,-60.95399999999999
Port of Charco Azul,8.2086,-82.875
Port of Kalamaki,37.92,23.015
Hals Havn,56.988,10.307
Port Pierre Canto,43.542,7.0328
Porto da Madalena,38.535,-28.53
Port of Culasi,11.602,122.71
Port of Kpeme,6.2072,1.5156
Mullerup Havn,55.494,11.174000000000001
Porto di Vernazza,44.135,9.6819
Rajang Port,2.2975,111.84
Port of Kyrkbacken,55.909,12.672
Port of Shelton,47.208999999999996,-123.09
Port of Tanjung Uban,1.0678,104.21
Port of Ponta Ubu,-20.785,-40.575
Port of Pictou,45.675,-62.707
Port of Osnabruck,52.294,8.0275
Port of Nouadhibou,20.908,-17.047
Port of Baie-Comeau,49.231,-68.132
Port of Guiria,10.57,-62.293
Port of Paros,37.088,25.151
Port of Samui,9.5358,99.93299999999999
Port of Belgrade,44.826,20.477999999999998
Port of Mossel Bay,-34.375,21.419
Rimouski Harbor,48.478,-68.513
Port of Umatilla,45.933,-119.31
Port of Wonsan,39.168,127.45
Cortes Bay Harbor,50.06100000000001,-124.93
Muskegon Harbor,43.236999999999995,-86.295
Port of Zhicheng,30.273000000000003,111.54
Port of Blaye,45.119,-0.66083
Port of Pinkenba,-27.428,153.12
Port of Conneaut,41.968,-80.548
St. George's,32.379,-64.67699999999999
Port of Banjole,44.821000000000005,13.866
Port of Bay City,28.861,-96.029
Graasten Havn,54.917,9.5997
Port of Haren,52.795,7.2547
Port of Moscow,55.845,37.466
Port of Meppen,52.696000000000005,7.2928
Sun Marine Terminals,30.009,-93.98299999999999
Port of Chuansha,31.198,121.71
Criehaven Harbor,43.833999999999996,-68.891
Saundersfoot Harbor,51.708999999999996,-4.6972
Craignure Harbor,56.471000000000004,-5.7056
Izu Oshima Harbor,34.751,139.35
Port of Kristinestad,62.268,21.381
Port of Barrow Island,-20.726,115.47
Port of Aegina,37.745,23.427
Cuttyhunk Harbor,41.425,-70.92699999999999
Port of Anchorage,61.236000000000004,-149.89
Port of Madre de Deus,-12.751,-38.623000000000005
Port of Bodrum,37.03,27.429000000000002
Porto di Sistiana,45.769,13.629000000000001
Port of Kota Baru,-3.2392,116.22
Port of Denia,38.843,0.11610999999999999
Shell Oil Terminal Martinez,38.033,-122.13
Port of Krueng Geukueh,5.2431,97.036
Port of Guantanamo,19.992,-75.15100000000001
Barmouth Harbour,52.718,-4.0517
Port Khalid,25.366,55.378
Kashima Harbor,33.080999999999996,130.14
Port of Kopasker,66.29899999999999,-16.445999999999998
Port of Panama,8.9647,-79.528
Crane Lake,48.266999999999996,-92.48299999999999
Klein Point,-34.961,137.77
Port of Port Walcott,-20.590999999999998,117.18
Port of Antonina,-25.433000000000003,-48.708
Okada Harbor,34.79,139.39
Port of Arkhangelsk,64.543,40.56
Port of Waingapu,-9.6436,120.25
Port of Navlakhi,22.959,70.447
Port of Creil,49.283,2.5089
Walls Harbour,60.224,-1.5692
Port of Casablanca,33.609,-7.6003
Port of Santa Maria,27.434,-112.31
Port of Kamaishi,39.269,141.9
Letnikof Cove Harbor,59.174,-135.39
Port of Anapa,44.898999999999994,37.308
Port of Lambasa,-16.419,179.28
Port of Zierikzee,51.641999999999996,3.9106
Port of Torre San Giovanni,39.885999999999996,18.116
Port de la Figueirette,43.483999999999995,6.9339
Puerto Santa Cruz,-50.02,-68.52
Port of Haut Indre,47.193000000000005,-1.6444
Port of Ringaskiddy,51.833,-8.3231
Port of Las Palmas,28.136999999999997,-15.418
Porto di Capraia Isola,43.051,9.8364
Port of Dalhousie,48.07,-66.373
Port of Claiborne County,31.994,-91.083
Port of Paita,-5.0781,-81.115
Port of Decatur,34.621,-86.986
Port Wentworth,32.156,-81.158
Port of Nea Arkaki,38.513000000000005,23.631
Port of Ekonomiya,64.704,40.519
Port of Abu Kammash,33.08,11.825999999999999
Port of Lae,-6.7411,146.99
Helmsdale Harbor,58.115,-3.6483
Caleta del Sebo Harbor,29.228,-13.503
Port of Tanjung Priok,-6.1014,106.89
Coffs Harbour,-30.308000000000003,153.15
Port of Mitajiri,34.038000000000004,131.59
Port of Aqaba,29.518,34.998000000000005
Port of Rorvik  and Vikna,64.861,11.232999999999999
Port of Funchal,32.643,-16.912
Port of Funchal,32.643,-16.913
Port of Benton,46.348,-119.27
Port of Fangcheng,21.76,108.35
Port of Menominee,45.113,-87.60700000000001
Port of Numazu,35.082,138.86
Finstown Amenity Slipway,59.007,-3.1142
Port of Sangatta,0.38444,117.57
Port of Kasimov,54.93600000000001,41.371
St. Anthony Harbor,51.367,-55.583
Port of Port Alberni,49.23,-124.82
Port of Stralsund,54.306999999999995,13.105
Port of Okgye,37.544000000000004,129.12
Port of Gandia,38.995,-0.15306
Port of Bermeo,43.419,-2.7169
Grand Turk Port,21.434,-71.148
Gota Canal,58.545,15.062000000000001
Port of Puerto Natales,-51.731,-72.515
Port of Six-Fours-les-Plages,43.096000000000004,5.8114
Port of Kemi,65.729,24.552
Port of Ponta da Madeira,-2.5339,-44.356
Port of Santa Cruz,13.505999999999998,122.05
Helmsdale Harbor,58.114,-3.6486
Port of Saint Paul,44.919,-93.056
Port of Nikiski,60.678000000000004,-151.4
Port of Waterford,52.266000000000005,-7.12
Shimanto Harbor,32.943000000000005,132.99
Port of Kupang,-10.154,123.59
Aaro Havn,55.261,9.7306
Port of Alotau,-10.312999999999999,150.45
Port of Concarneau,47.873000000000005,-3.9128
Port of Rouen,49.442,1.0514
Morro Bay Harbor,35.37,-120.86
Port of Campeche,19.813,-90.594
Houton Terminal,58.917,-3.1833
Port of Soyo,-6.1214,12.323
Port de La Roche Bernard,47.521,-2.3061
Port of Ishigaki,24.338,124.15
Port of Korsakov,46.626999999999995,142.76
Porto de Aveiro,40.644,-8.7214
Carrickfergus Harbour,54.711000000000006,-5.8103
Port of Koh Si Chang,13.140999999999998,100.82
Port of Burghead,57.702,-3.4972
Port of Nakhodka,42.8,132.89
St Margaret's Hope Pier,58.832,-2.9622
Port of Vardo,70.373,31.105999999999998
Port of Oulu,65.016,25.456999999999997
Port of Wakayama,34.223,135.13
Port of Tocopilla,-22.086,-70.209
Port of East Port Said,31.213,32.369
Port of Puerto de Hierro,10.634,-62.089
Port of Gamagori,34.816,137.24
Port de La Grande-Motte,43.556000000000004,4.0814
Port of El Guamache,10.865,-64.062
Port of Borj Islam,35.681999999999995,35.789
Port of Cerbere,42.441,3.1669
Tianzhen Harbour,29.914,115.41
Port of Miavaig,58.202,-6.9528
Port of Pangai,-19.805,-174.35
Port of Dalhousie,48.071000000000005,-66.372
Port of Baoshan,31.403000000000002,121.5
Port of Rio Marina,42.815,10.429
Ramsey Harbor,54.321999999999996,-4.3764
Port of Heihe,50.251000000000005,127.53
Bonnerup Havn,56.534,10.713
Port of Ranlishan,30.426,120.85
Port Medway,44.133,-64.57600000000001
Port of Preveza,38.955999999999996,20.758000000000003
Sainte-Anne-des-Monts Harbor,49.133,-66.488
Port of Huangpu,23.061999999999998,113.49
Port of Rodvig,55.253,12.374
Galeota Point Harbor,10.141,-60.997
Port of Philipspburg,18.014,-63.05
Port of Nattraby,56.191,15.542
Port of Hastings,-38.306999999999995,145.23
Port of Risor,58.721000000000004,9.2383
Sainte-Anne-des-Monts Harbor,49.133,-66.487
Shotton Harbor,53.221000000000004,-3.0547
The Ports of Tees and Hartlepool,54.696000000000005,-1.1906
Port of Newport News,36.981,-76.432
Rosehearty Harbour,57.699,-2.1136
Indiana Harbor,41.673,-87.439
Bonnerup Havn,56.534,10.712
Port of Lillesand,58.248000000000005,8.3828
Port of Dibba Al-Fujairah,25.612,56.292
Port of Berenice,23.941,35.49
Odawara Harbor,35.238,139.15
Port of San Lorenzo,13.402000000000001,-87.425
Port of Stroemstad,58.937,11.171
Port of Metropolitan St. Louis,38.63,-90.179
Port of Quintell Beach,-12.795,143.36
