PortName,PortLat,PortLong
Port of Andenes,69.324,16.128
Tanjung Bara Coal Terminal,0.53889,117.65
Port of Trondheim,63.438,10.392000000000001
Porto di Marina di Grosseto,42.713,10.982999999999999
Port of Stord,59.78,5.5022
Port of Breskens,51.397,3.5672
Port of Arzew,35.855,-0.30111
Port Giles,-35.022,137.76
Port of Qingpu,31.144000000000002,121.11
Port of Sandnessjoen,66.02199999999999,12.62
Port of Salaverry,-8.2233,-78.986
Port of Alanya,36.539,32.001
Erawan Terminal,9.0994,101.35
Port of Port Alice,50.383,-127.45
Port of Pors-Even,48.799,-3.0061
Port of Satpati,19.726,72.7
Port of Chemainus,48.923,-123.71
Avoch Harbor,57.567,-4.1661
Port of Currimao,17.987000000000002,120.49
Port of Algiers,36.774,3.0672
Port of Merikarvia,61.849,21.48
Port of Skaramanga,38.006,23.59
Rockport Harbor,44.183,-69.07300000000001
Port of Haukipudas,65.187,25.331
Ellesmere Port,53.29,-2.8747
Port of Karumba,-17.489,140.83
Port of South Louisiana,30.014,-90.83200000000001
Port of Leirvik,59.78,5.5056
Port of Karlskrona,56.16,15.588
Little Narrows Harbor,45.992,-60.986999999999995
Jefferson Riverport,38.234,-85.803
Port of Adelaide,-34.799,138.51
Port of Powell River,49.835,-124.53
Port of Horten,59.413999999999994,10.492
Lundeborg Havn,55.138999999999996,10.786
El Palito Terminal,10.495999999999999,-68.124
Port de Menton Garavan,43.783,7.5178
Port of Buatan,0.74861,101.85
Port of Tela,15.784,-87.459
Port of General Santos,6.0861,125.16
Port of Punto Fijo,11.704,-70.215
Port of Menominee,45.1,-87.60799999999999
Ardveenish Harbor,57.003,-7.4092
Port of Central Ferry,46.633,-117.8
South Bristol Harbor,43.861999999999995,-69.558
Cam Pha Port,20.991999999999997,107.3
Yellow Creek Port,34.973,-88.236
Port of Sorel,46.041000000000004,-73.119
Shortland Harbour,-7.0878,155.86
Port of Castlebay,56.95399999999999,-7.4878
Porto di Maiori,40.648,14.634
Port of Wilhelmshaven,53.53,8.1253
Port of San Ciprianu,41.636,9.35
Newcastle Harbor,46.998999999999995,-65.562
Port of Hamada,34.891,132.05
Port of Groton,41.339,-72.08
Porto di Savignano Mare,44.167,12.440999999999999
Port of Kieta,-6.2153,155.63
Port of Helguvik,64.023,-22.557
Djeno Terminal,-4.9192,11.929
Gedser Fiskerihavn,54.571999999999996,11.927
Port of Lappeenranta,61.063,28.18
Port of Kaukas,61.071000000000005,28.236
Port of Troon,55.54600000000001,-4.6775
Matinicus Harbor,43.864,-68.882
Puerto de Cabo Blanco,-4.2503,-81.23100000000001
Port of Lubeck,53.883,10.725999999999999
Port of Topsham,50.681000000000004,-3.4653
Port of Amsterdam,52.413000000000004,4.8283
Port of Bastia,42.7,9.4531
Port of Molde,62.736000000000004,7.1617
Port of Stanley,-40.764,145.3
Mahone Bay Harbor,44.446000000000005,-64.36399999999999
Port of Vodarevu,15.794,80.413
Port of Oro Bay,-8.8953,148.49
Kitsuki Harbor,33.411,131.65
Port of Felton,20.739,-75.595
Port of Lezardrieux,48.786,-3.1
Port of Anacortes,48.515,-122.61
Porto Murtinho,-21.691,-57.883
Port of Singkawang,0.9197200000000001,108.97
Port of Bristol,51.498999999999995,-2.7122
Out Skerries Harbour,60.422,-0.7525
Port of Nevelsk,46.666000000000004,141.85
Port of Wittenberg,51.863,12.623
Port of Dahej,21.660999999999998,72.563
Atafu Harbor,-8.5628,-172.5
Port of Havre St Pierre,50.236000000000004,-63.604
Port of Moa,20.656,-74.908
Holland Harbor,42.78,-86.162
Port of Hopewell,37.306,-77.275
Puerto de la Restinga,27.64,-17.980999999999998
Port of Piriac-sur-Mer,47.383,-2.5436
Port of Marsden Point,-35.838,174.49
Port of Svaneke,55.136,15.145
Port of Santarem,-2.4144,-54.738
Shimabara Harbor,32.775999999999996,130.38
Port of Knik,61.456,-149.72
Port of Tonda,34.063,131.75
Port of Cayman Brac,19.746,-79.766
Crown Point Habor,11.158,-60.841
Mangkasa Oil Terminal,-2.7331,121.07
Porto da Lajes Das Flores,39.378,-31.168000000000003
Puerto de Vinaros,40.461999999999996,0.47611000000000003
Port of Shuwaikh,29.353,47.925
Port of Mkoani,-5.3597,39.643
Port of Trelleborg,55.368,13.152999999999999
Port of Banias,35.186,35.942
Port of Avola,36.899,15.145999999999999
Port of Kihnu,58.141000000000005,24.018
Patchogue Harbor,40.751999999999995,-73.018
Penzance Harbour,50.118,-5.5308
Port of Le Verdon,45.541000000000004,-1.0453
Dardanelles Strait,40.265,26.525
Port Lavaca,28.624000000000002,-96.62299999999999
Port of St George,56.571999999999996,-169.67
Port of Salerno,40.672,14.745999999999999
Misawa Harbor,40.68,141.44
Port of Rafina,38.023,24.01
Rosarito Terminal,32.35,-117.08
Johor Port,1.4461,103.89
Port of Yuzhny,46.623999999999995,31.021
Port of Bissau,11.857999999999999,-15.575999999999999
Port of Dahouet,48.578,-2.5656
Port of Djen Djen,36.824,5.89
Port of Diego Suarez,-12.275,49.288000000000004
Port of Vicksburg,32.384,-90.88799999999999
Lancieux ,48.611000000000004,-2.1575
Port of Stykkisholmur,65.079,-22.725
Port of Hammerfest,70.667,23.674
Louisbourg Harbor,45.918,-59.965
Port of Benidorm,38.534,-0.13278
Trumland Pier,59.13,-2.9858
Port of Dongwan,23.073,113.77
Port of Osaka,34.635999999999996,135.43
Port of Acapulco,16.844,-99.904
Port of Madura,-6.8872,112.96
Port of Oxelosund,58.662,17.113
Porto da Angra do Heroismo,38.653,-27.215999999999998
Port of Sausset-les-Pins,43.33,5.1081
Port of Eregli,41.276,31.406999999999996
Hollis Harbor,55.49100000000001,-132.62
Port of Pemba,-12.967,40.486
Ryotsu Harbor,38.086,138.44
Port of Hamelin,52.098,9.3547
Port of Krueng Geukueh,5.2447,97.03399999999999
Port of La Ceiba,15.789000000000001,-86.795
New Holland Terminal,53.706,-0.36361
Port Gallice,43.562,7.1156
Port of Malili,-2.6433,121.08
Port Suez,29.95,32.556999999999995
Port Ellen Harbor,55.628,-6.1889
Port of Ningbo,29.866999999999997,121.56
Port of Gorele,41.034,39.004
Port of Tembilahan,-0.32806,103.16
Campbell River Harbor,50.032,-125.24
Wabana Harbor,47.63,-52.923
Port of Milwaukee,43.016000000000005,-87.9
Port of Brookings Harbor,42.048,-124.27
Puerto de Colonia,-34.472,-57.847
Port of Sagvag,59.776,5.3881
Port of Pateniemi,65.079,25.383000000000003
Port of Moji,33.949,130.96
Port of Hargshamn,60.172,18.472
Pointe-a-Pierre Harbor,10.32,-61.468999999999994
Port of Abu Qir,31.322,30.074
Port of Strahan,-42.153999999999996,145.32
Port of Elmina,5.0833,-1.3511
Nyborg Harbours,55.306999999999995,10.790999999999999
Aeroskobing Havn,54.891000000000005,10.412
Port of Cotabato,7.2269,124.25
Cullivoe Harbour,60.698,-0.99861
Queen Elizabeth II Dock,53.321999999999996,-2.9503
Port of Palavas-les-Flots,43.528,3.9292
Gebe Island,-0.078889,129.43
Port of Hargshamn,60.172,18.473
Port Sucre,10.474,-64.19
Port of Davenport,41.523,-90.56700000000001
Port of Marseillan,43.353,3.5344
Port of Tinos,37.535,25.159000000000002
Port of Miramar,-1.4039,-48.492
Port of Pepel,8.5733,-13.059000000000001
Port of Onoda,33.973,131.17
Port of Aguilas,37.404,-1.5725
Port of Abashiri,44.018,144.29
Lumut Port,4.2633,100.66
Santa Cruz Da Graciosa,39.086999999999996,-28.003
Port of Hull,53.744,-0.28611
Port of Krems,48.403999999999996,15.645
Kherson Commerical Seaport,46.619,32.611999999999995
Port of Zamboanga,6.9028,122.07
Port of Barranquilla,10.967,-74.76
Port of Niigata,37.955,139.13
Port of Ventspils,57.403,21.539
Port of Fleetwood,53.92100000000001,-3.0081
Port of Batsfjord,70.634,29.718000000000004
Port of Hannoversch Munden,51.425,9.6456
Port of Nice,43.693999999999996,7.2869
Puerto Barrios,15.734000000000002,-88.60600000000001
Port of Myre,68.913,15.065999999999999
Port of Bluefields,12.012,-83.76100000000001
DuSable Harbor,41.879,-87.613
Port of Myre,68.913,15.068
Port of Reydarfjordur,65.031,-14.222000000000001
Port of Hudiksvall,61.722,17.12
The Port of Ghent,51.114,3.7678
Port of Lisbon,38.699,-9.1589
Port of Selby,53.786,-1.0658
Port of Ushant,48.45399999999999,-5.0969
Port of Warnemunde,54.178999999999995,12.102
Whycocomagh Harbor,45.97,-61.12
Port of Balikpapan,-1.2603,116.81
Port of Taranto,40.488,17.192
Port of Batsfjord,70.634,29.729
Port of Vladivostok,43.093999999999994,131.89
Port of Townsville,-19.250999999999998,146.83
Port of Pevek,69.702,170.28
Puerto Belgrano	,-38.894,-62.101000000000006
Port of Nykobing Mors,56.788999999999994,8.8658
Port of Shahid Rajaee,27.096999999999998,56.06399999999999
Port of Mananjary,-21.243000000000002,48.346000000000004
Port of Budardalur,65.111,-21.773000000000003
Port Chester Harbor,40.99100000000001,-73.65899999999999
Port of Drapetsona,37.96,23.568
Port of La Rochelle,46.147,-1.1622
Port of Libourne,44.916000000000004,-0.25056
Port of Pateniemi,65.08800000000001,25.378
Port of Jebel Ali,24.996,55.059
Port of Dixon Entrance,54.003,-132.65
Port of Uetersen,53.678999999999995,9.6736
Port of Chiang Saen,20.268,100.09
Port of Punta de Palmas,10.439,-71.639
Port of South Louisiana,30.024,-90.709
Pantelleria Harbor,36.833,11.940999999999999
Usa Harbor,33.576,131.37
Ocean Beach Harbor,40.649,-73.157
Port of Ba Ngoi,11.902000000000001,109.14
Howard/Cooper County Port,38.983000000000004,-92.745
Port of Broome,-18.003,122.21
Port of Troy,42.74,-73.689
Port of Skaerbaek,55.512,9.6208
Port of Karatsu,33.471,129.96
Porto Agropecuaria Norte,-2.6967,-50.538000000000004
Port of Calingapatnam,18.343,84.125
Port Doelan (Clohars-Carnoet),47.773,-3.6078
Port of Korcula,42.96,17.136
Port of Drangsnes,65.69,-21.503
Port of Jucaro,21.62,-78.85300000000001
Port of Palinuro,40.031,15.277000000000001
Port of Yabucoa,18.051,-65.836
Port of Tongling,30.932,117.76
Porto di Quercianella,43.458,10.364
Port of Tomakomai,42.638000000000005,141.66
Port of Ebeltoft,56.193999999999996,10.671
Port of Vannes,47.644,-2.76
Port of Bremerhaven,53.56399999999999,8.5547
Larnaca Port,34.924,33.643
Langor Havn,55.911,10.642000000000001
Port of Ballast Head,-35.757,137.8
Freeport Harbor,43.818999999999996,-70.10600000000001
St. Albans Harbour,44.806000000000004,-73.141
Port of Porkkala,60.089,24.363000000000003
Port of Indiana-Mount Vernon,37.922,-87.87299999999999
Port of Chongming,31.627,121.39
Port of Sari-Solenzara,41.858000000000004,9.4033
Port of Kragero,58.87,9.4153
Port of Cienfuegos,22.14,-80.456
Port of Bayonne,40.663000000000004,-74.104
Port of Bialla,-5.3069,151.01
Port of Liuzhou,24.326999999999998,109.41
Port of Kazusa-Minato,35.218,139.87
Port of Mazyr,52.056000000000004,29.249000000000002
Port of Sola,58.928999999999995,5.59
Port of Sukumo Bay,32.921,132.69
Gouvia Marina,39.649,19.852999999999998
King George V Dock,55.873000000000005,-4.3581
Port of Panarukan,-7.6897,113.94
Port of Nasipit,8.9831,125.33
Fremantle Port,-32.048,115.74
Port of Cincinnati,39.095,-84.525
Port of Oldersum,53.326,7.3397
Port of Ueckermunde,53.738,14.050999999999998
Port of Alvik,60.431000000000004,6.4242
Port of La Palma,8.4086,-78.139
Kongsdal Havn,56.684,10.071
Port of Poronaysk,49.231,143.12
Port of Manzanillo,20.338,-77.134
Dhekelia,34.981,33.734
Puerto de Pacasmayo,-7.3981,-79.57300000000001
Port of Schwarzenhutten,53.618,9.5086
Kumano Harbor,33.894,136.12
Port of Bangkok,13.696,100.59
Skaill Pier,59.155,-2.9439
Port of Kolomna,55.07899999999999,38.89
Port of Krishnapatnam,14.254000000000001,80.122
Port of Tvedestrand,58.621,8.9331
Port of Brussels,50.886,4.3878
Vuoksen Terminal,61.229,28.814
Port of Scario,40.052,15.493
Port of San Pedro de Macoris,18.445999999999998,-69.312
Port of Duluth,46.76,-92.115
Port of Sandino,12.179,-86.76899999999999
Port of Woodland,45.983999999999995,-122.84
Port of Bamberg,49.908,10.865
Port of Seaham,54.836999999999996,-1.3258
Osterby Havn,57.321000000000005,11.125
Porto di Isola Rossa,41.013000000000005,8.8714
Port of Palermo,38.131,13.372
Port of Yangon,16.766,96.17
Port of Massawa,15.61,39.471
Port of Gramercy,30.041,-90.684
Port of Karlsruhe,49.013999999999996,8.3244
Port of Agde,43.278999999999996,3.5081
Akune Harbor,32.024,130.19
Port of Mangalore,12.927,74.812
Port of Hyeres,43.082,6.1589
ConocoPhillips Ferndale Refinery,48.827,-122.71
Tepre Terminal,1.0167,-79.667
Port of Policastro Bussentino,40.071,15.524000000000001
Puerto de Guincho,28.021,-16.612000000000002
Port of Ardossan,-34.438,137.92
Port of Dudinka,69.384,86.20200000000001
Port of Purfleet,51.474,0.24778000000000003
Port of Nuweibah,28.971999999999998,34.666
Port of Douala,4.055,9.6869
Port of Surigao,9.7878,125.5
Port of Tokuyama,34.054,131.79
Senden Harbor,51.846000000000004,7.4694
Supsa Terminal,42.015,41.731
Port of Newcastle,-32.908,151.77
Port Hope Harbour,43.943000000000005,-78.292
Port of Minden,52.3,8.9303
Port of Le Chateau D'Oleron,45.88399999999999,-1.1914
Port of Ringi Cove,-8.1219,157.11
Port of Helsingborg,56.033,12.69
Psakhna Terminal,38.565,23.599
Port of Skutskar,60.651,17.396
Port of Shreveport-Bossier,32.357,-93.62299999999999
Sheet Harbour,44.912,-62.516000000000005
Yancheng Harbour,33.383,120.11
Shannon Airport Jetty,52.684,-8.9192
Port of Gizo,-8.1014,156.84
Porto di Pedaso,43.102,13.843
Fjellebroen Havn,55.06,10.38
Porto di San Felice Circeo,41.225,13.094000000000001
Port of Pulupandan,10.520999999999999,122.8
Port of Workington,54.65,-3.5692
Puerto Acevedo,-33.253,-60.287
Port of Kilwa Masoko,-8.9403,39.507
Port of Montt,-41.483999999999995,-72.957
Port of Carnlough,54.993,-5.9883
Port of Port Moresby,-9.4672,147.15
Port of Nome,64.498,-165.43
Port of Kourou,5.1589,-52.629
Porto Peixinho,-19.014,-57.7
Port of Kolding,55.493,9.4992
Port of Oranjestad,12.52,-70.042
Port of Holtenau,54.363,10.145
Port of Yandina,-9.0753,159.22
Port of Tokachi,42.224,143.32
East Port (New Port),-20.930999999999997,55.32
Port of La Ciotat,43.17100000000001,5.6114
Port of Pozos Colorados,11.139000000000001,-74.23100000000001
Port of Aabenraa,55.041000000000004,9.4272
Oceanside Harbor,33.211,-117.4
Port of Stratoni,40.518,23.831999999999997
Port of Pare Pare,-4.0072,119.62
Scrabster Harbor,58.611000000000004,-3.5453
Walton Harbor,45.231,-64.01100000000001
Port of Bayble,58.198,-6.2078
Port of Lianyungang,34.745,119.41
Port of Tanah Merah,-1.7917,116.23
Manchester Ship Canal,53.395,-2.5761
Port of Dungarvan,52.091,-7.6183
Atami Harbor,35.094,139.08
Penarth Harbor,51.448,-3.1783
Port of Pontianak,-0.022778,109.35
Port of Saiqi,26.971999999999998,119.67
Port of South Louisiana,30.05,-90.618
Bristol Harbor,41.669,-71.282
Port of Katakolon,37.646,21.32
Port of Valras-Plage,43.251999999999995,3.2981
Porto di Villaggio Coppola,40.975,13.978
Port of Reykjavik 2,64.158,-21.941
Port of Nikolaevsk on Amur,53.133,140.72
Port of Meschers-sur-Gironde,45.553999999999995,-0.9447200000000001
Port of Vesturbaer,64.158,-21.943
Port of Mikron Vathy,38.438,23.596999999999998
St. Anthony Harbor,51.361999999999995,-55.577
Porto da Angra do Heroismo,38.652,-27.215999999999998
Porto di Terracina,41.284,13.255999999999998
Port of Dakhla,23.682,-15.934000000000001
Port of Burnside,30.124000000000002,-90.932
Port of Liepajas,56.526,20.989
Port of Mariehamn,60.1,19.933
Maldon Harbour,51.731,0.68667
Port of Split,43.515,16.430999999999997
Port of Claiborne,31.576,-87.51899999999999
Port of Marans,46.313,-0.9972200000000001
Port of Ardalstangen,61.239,7.7103
Port of Kotka,60.478,26.947
Kamogawa Harbor,35.094,140.11
Holm Pier,58.896,-2.9117
Nantucket Harbor,41.287,-70.093
Port of Shui Dong,21.480999999999998,111.08
Paducah-McCracken Riverport,37.076,-88.581
Port of Sao Cristovao,-11.095999999999998,-37.15
Port of Sakaiminato,35.536,133.26
Port of Mariehamn,60.1,19.924
Cape Cod Canal,41.76,-70.57300000000001
Port of Mogadishu,2.0289,45.345
Port de Beaulieu,43.708999999999996,7.3369
Port of Ordu,40.996,37.876999999999995
Port of Cardiff,51.463,-3.1572
Port of Ordu,40.996,37.876
Port of Kakogawa,34.71,134.84
Port of Hadera,32.469,34.875
Port Latta,-40.844,145.39
Porto di Capoiale-isola Varano ,41.912,15.675
Viru Harbour,-8.4992,157.73
Port of Buckie,57.681000000000004,-2.9558
Port of Blonduos,65.67,-20.296
Porto di Fano,43.853,13.017999999999999
Port of Jorf Lasfar,33.13,-8.6314
Port of Pugwash,45.847,-63.661
Marathocampos Harbor,37.709,26.701999999999998
Beppu Harbor,33.303000000000004,131.51
Port of George Town,-41.11,146.82
Port of Aioi,34.785,134.46
Tampa Port Authority,27.93,-82.43799999999999
Port of Matthew Town,20.958000000000002,-73.679
Port of Derince,40.749,29.834
Port of Kaohsiung,22.565,120.31
Puerto de Playa de San Juan,28.179000000000002,-16.814
Port of Trenton,40.204,-74.763
Ronnerhavnen,57.464,10.538
Port of Veracruz,19.208,-96.134
Port of Bristol Bay,58.721000000000004,-157.01
Port of Mostaganem,35.934,0.073889
Port of Celukan Bawang,-8.1906,114.84
Punta Patache Terminal,-20.802,-70.196
Puerto Moin,10.006,-83.07799999999999
Port of Monaco,43.732,7.4233
Port of Oro Bay,-8.7431,148.47
Labuan Port,5.2717,115.24
Port of Bremen,53.098,8.7517
Porto di Populonia,42.99100000000001,10.502
Port of Nikolaev,46.95,31.971999999999998
Sutton Harbour,50.367,-4.1328
Stintino Harbor,40.938,8.2292
Port of Kuje,44.818999999999996,13.975
Port of Dai Hung,9.3622,107.95
Fakse Ladeplads Havn,55.214,12.163
Port of Granville,48.835,-1.6017
Port of Greenwich,51.483000000000004,0.0
Port of Leverburgh,57.766999999999996,-7.0256
Port of Bheemunipatnam,17.925,83.492
Port of Baddeck,46.098,-60.751999999999995
Augustenborg Yachthavn,54.943000000000005,9.8711
Port of Mannheim,49.501999999999995,8.4578
Portmahomack Harbor,57.838,-3.8281
Miyazaki Harbor,31.913,131.46
Port of Port Cartier,50.033,-66.791
Port of Kavieng,-2.5847,150.79
Natari Harbor,38.719,141.56
Port of Labytnangi,66.664,66.453
Port of Sao Sebastiao,-23.808000000000003,-45.394
Port of Stockton,37.951,-121.33
Saint-Tropez Harbor,43.271,6.6333
Holyhead Harbour,53.317,-4.6294
Loksa Shipyard,59.583999999999996,25.703000000000003
Port of Moss,59.431999999999995,10.654000000000002
Terminal  Fredericia,55.558,9.7447
Port of Mohammedia,33.719,-7.3911
Porto di Cecina,43.303000000000004,10.489
Port of Santa Rosalia,27.339000000000002,-112.26
Casalborsetti Marina,44.553999999999995,12.277000000000001
Balintore Harbor,57.754,-3.9103
Port of Bellevue,29.618000000000002,-89.891
Port of Yokohama,35.436,139.67
Port of Rongqi,22.686,113.24
Long Harbour,47.422,-53.823
Port of Chilia,45.229,29.248
Port of San Antonio Oeste,-40.798,-64.885
Port of Glensanda,56.565,-5.5386
Port of Fos-sur-Mer,43.424,4.9156
Port of Christmas Island,-10.425,105.67
Porto di Puntone,42.885,10.783
Port of Trincomalee,8.5583,81.206
Port of Dumaguit,11.589,122.49
Port of Hobart,-42.88,147.34
Porto di Castiglioncello,43.402,10.415
Port of Mandvi,22.826999999999998,69.35300000000001
Port of Beni Saf,35.306,-1.3911
Port of Tekirdag,40.968,27.513
Loreto Harbor,26.015,-111.34
Port of Stubbekobing,54.891999999999996,12.046
Port of Follonica,42.919,10.757
Port of Galle,6.0333,80.23
Port of Omsk,54.93899999999999,73.361
Port of Crockett,38.056999999999995,-122.22
Port of Nantes - Saint Nazaire,47.278,-2.1994
Cape May Terminal,38.968,-74.959
Port of Puerto Viejo de Azua,18.347,-70.836
Sumoto Harbor,34.35,134.9
Port of Aalborg,57.06100000000001,10.008
Port of Den Helder,52.958,4.7839
Port of Mykonos,37.455999999999996,25.323
Port of Point Lisas,10.388,-61.493
Port of Bintuni,-2.195,133.24
Colon Container Terminal,9.3733,-79.88600000000001
Port of Shengjin,41.81100000000001,19.588
Porto di Lignano Sabbiadoro,45.698,13.147
Munkebo Havn,55.451,10.556
Port of Ovidiu,44.269,28.553
Port of Kungsor,59.43,16.104
Puerto de La Puntilla,28.081,-17.332
Port of Antalaha,-14.9,50.282
Havnso Havn,55.754,11.324000000000002
Port of Portimao,37.126,-8.5261
Port of Tahsis,49.917,-126.66
Port of Kusadasi,37.867,27.259
Port of Foynes,52.615,-9.1064
Port of Granite City,38.711,-90.176
Uozu Harbor,36.821999999999996,137.39
Port of Cabo Negro,-52.943000000000005,-70.811
Wisbech Harbour,52.67100000000001,0.15667
Port of Lorain,41.468,-82.178
Port of Longyan,37.419000000000004,122.64
Port of Fort Smith,35.367,-94.432
Petroterminal,10.09,-64.857
Port of Pakera Point,-10.413,161.78
Port of Tembilahan,-0.33083,103.15
Port of Kaimana,-3.6628,133.76
Port of Andoany,-13.404000000000002,48.278999999999996
Paldiski Harbour,59.343,24.059
Parengarenga Harbour,-34.516,172.92
Port of Tanamo,20.709,-75.33
Port of Lhokseumawe,5.1667,97.148
Isola delle Femmine Harbor,38.2,13.248
Puerto de Huarmey,-10.1,-78.181
Portisco Harbor,41.034,9.5242
Port Clements,53.688,-132.19
Port of Jimenez,8.3319,123.86
Port Harvey,50.565,-126.27
Port of Cernavoda,44.354,28.025
Port of Devonport,-41.168,146.37
Port of Safi,32.308,-9.2481
Port of Victoria,28.691,-96.97200000000001
Port of Conakry,9.5164,-13.716
Port of Guihulngan,10.347999999999999,123.33
Port of Azov,47.123000000000005,39.397
Port of Sampit,-2.5406,112.96
Puerto de Pimentel,-6.8375,-79.939
Port of Sapri,40.064,15.628
Port of Azhikkal,11.944,75.31
Port of Songjin,40.667,129.21
Ny-Alesund Harbor,78.928,11.931
Port of Punta Arenas,-53.168,-70.908
Sincor Jose Marine Terminal,10.09,-64.881
Port of Kapellskar,59.721000000000004,19.067
Port of Aktau,44.558,50.26
Port of Carrara,44.032,10.041
Port of Guayanilla,17.998,-66.765
Port of Ile-Molene,48.401,-4.9572
Virtsu Harbour,58.574,23.508000000000003
Port of San Pedro,-33.685,-59.641000000000005
Port of Faskrudsfjordur,64.93,-14.014000000000001
Port of Guadeloupe,16.235,-61.543
Port of Ennore,13.263,80.34100000000001
Port of Parnu,58.381,24.479
Port of Raahe,64.686,24.464000000000002
Port of Upernavik,72.788,-56.148999999999994
Port of Les Sables d'Olonne,46.497,-1.7939
Stamford Harbor,41.033,-73.54
Port of Portimao,37.126,-8.5242
Port of Vancouver,45.635,-122.71
Port of Linz,48.303999999999995,14.325999999999999
Port of Kailua Kona,19.639,-156.0
Gran Tarajal Harbor,28.206999999999997,-14.026
Port of La Plata,-34.855,-57.894
Port of Amderma,69.756,61.56399999999999
Saigon Port,10.759,106.72
Port of Sidi Ifni,29.359,-10.195
Port of Puerto Cabello,10.477,-67.999
Port Neville Harbor,50.494,-126.09
Port of Coondapur,13.638,74.682
Port of Puerto Penasco,31.305999999999997,-113.55
Port of Matanzas,8.3189,-62.81100000000001
Port of Nuuk,64.173,-51.723
Marina di Camerota,39.999,15.376
Marystown Harbor,47.163999999999994,-55.147
Blubber Bay Harbor,49.79,-124.62
Anyer Terminal,-6.0467,105.92
Port of Lemvig,56.553000000000004,8.3042
Port of L'Estaque,43.36,5.3067
Port of Cabo San Lucas,22.884,-109.9
New Madrid County Port,36.559,-89.556
Port of Pangani,-5.4308,38.978
Port of Porto Azzurro,42.763999999999996,10.397
Port of Hofsos,65.898,-19.421
Port of La Goulette,36.81,10.299000000000001
St Aubin Harbour,49.18600000000001,-2.1686
Puerto de la San Carlos de la Rapita,40.616,0.60028
Port of Tulagi,-9.1,160.15
Port of George Town,19.3,-81.385
El  Puerto de Bocas del Toro,9.34,-82.24
Tarbert Island Jetty,52.59,-9.3719
Port of Pipisala Bay,-8.9983,159.13
Port Blair,11.672,92.728
Porto di Giulianova,42.753,13.975
Megara Oil Terminal,37.969,23.403000000000002
Sriracha Harbour,13.171,100.92
Rota West Harbor,14.137,145.14
Porto di Bordighera,43.778999999999996,7.6761
Port of Fengjie,31.045,109.52
Port of Pinghu,30.671,121.04
Puerto de Naguabo,18.187,-65.71300000000001
Port of Levuka,-17.686,178.84
Sungai Udang Port,2.2483,102.13
Port of Dagenham,51.516000000000005,0.14417
Port of Kimbe,-5.5492,150.15
Port of Kisarazu,35.354,139.86
Port of Sakai,34.575,135.44
Port of Fouesnant,47.896,-3.9761
Port of Enns,48.235,14.512
Port of Nauplia,37.569,22.796999999999997
Port of Amagasaki,34.691,135.38
Port of Gravir,58.048,-6.4239
Port of Bathurst,47.657,-65.627
Port of Trebeurden,48.771,-3.5861
Port of Krnica,44.953,14.036
Port of Puerto Natales,-51.733999999999995,-72.51100000000001
Port of Saguenay,48.401,-70.833
Port of Galeria,42.415,8.6447
Port of Reykholar,65.425,-22.21
Port of Ithaki,38.366,20.717
Port of Recife,-8.0536,-34.87
Port of Aola Bay,-9.5308,160.49
Port of Huacho,-11.123,-77.616
Port of Landeyjahofn,63.528999999999996,-20.115
Port of San Marco di Castellabate,40.269,14.934000000000001
Port of Egersund,58.446999999999996,5.9886
Toshima Harbor,34.533,139.28
Port of San Pedro,4.7422,-6.6158
Port of Nauru,-0.53389,166.91
Sharpness Dock,51.721000000000004,-2.4761
Port of Zhoupu,30.276999999999997,120.24
Port of Cap Haitien,19.759,-72.195
Port de Le Grau-du-Roi,43.516999999999996,4.1314
Port of Talknafjordur,65.626,-23.826
Porto di Vico Equense,40.66,14.418
Port of Devonport,-41.185,146.36
Port of Kuala Tanjung,3.3633,99.461
Port of King Cove,55.059,-162.32
Port of Berbera,10.440999999999999,45.0
Port of Rathenow,52.607,12.324000000000002
Port of Holstebro - Struer,56.494,8.5956
Port of Mallorca,39.551,2.6303
Port of Stornoway,58.206,-6.3889
Port of Lesconil,47.79600000000001,-4.2131
Port of Okgye,37.623000000000005,129.06
Port of Paimpol,48.784,-3.0428
Nigg Oil Terminal,57.696000000000005,-4.0303
Port of Buchanan,5.8592,-10.052999999999999
Peterhead Bay Harbour,57.5,-1.7783
El Rama Port,12.169,-84.241
New Richmond Harbor,48.138999999999996,-65.836
Port Saint Suliac,48.568000000000005,-1.9772
Port of Vila do Conde,-1.5425,-48.75
Puerto Atico,-16.209,-73.63
Rye Harbor,50.94,0.7575
Hirado Harbor,33.371,129.56
Itoshima Harbor,33.552,130.16
Port of Carloway,58.278,-6.7906
Port of Barentsburg,78.067,14.217
Totnes Harbor,50.427,-3.6806
Port of Hirtshals,57.595,9.9689
Porto di Monte di Procida,40.792,14.042
Lamlash Ferry Landing,55.535,-5.1239
Port of Saint Valery-en-Caux,49.868,0.71167
Port of Porvoo,60.387,25.663
Carquinez Strait,38.056999999999995,-122.19
Port of Fatsa,41.044,37.488
Port of Fatsa,41.044,37.489000000000004
Drift River Marine Terminal,60.55,-152.13
Port of Aratu,-12.785,-38.489000000000004
Iona Harbour,45.961999999999996,-60.803999999999995
Tricase Porto,39.933,18.396
Port of Zhicheng,30.285999999999998,111.52
Iona Harbour,45.961999999999996,-60.802
Port of Neendakara,8.8767,76.57600000000001
Port of Imari,33.305,129.82
Port of Fort-de-France,14.599,-61.06100000000001
Port of Fort-de-France,14.599,-61.062
Caracas Bay,12.08,-68.861
