index,PortName,LAT1,LAT2,LAT3,LONG1,LONG2,LONG3,HarborSize,HarborType,LAT,LONG
321,MICHIPICOTEN,47,58,N,84,54,W,V,CN,47.96666666666667,-84.9
322,QUEBEC HARBOUR,47,42,N,85,48,W,V,CN,47.7,-85.8
323,HERON BAY,48,39,N,86,19,W,V,CN,48.65,-86.31666666666666
324,THUNDER BAY,48,24,N,89,14,W,M,CB,48.4,-89.23333333333333
325,GRAND MARAIS,46,41,N,85,58,W,V,CB,46.68333333333333,-85.96666666666667
326,MUNISING,46,25,N,86,39,W,V,CN,46.416666666666664,-86.65
327,MARQUETTE,46,32,N,87,23,W,S,CB,46.53333333333333,-87.38333333333334
328,PRESQUE ISLE,46,34,N,87,23,W,V,CB,46.56666666666667,-87.38333333333334
329,L ANSE,46,46,N,88,28,W,V,CN,46.766666666666666,-88.46666666666667
330,BARAGA,46,47,N,88,29,W,V,CN,46.78333333333333,-88.48333333333333
331,COPPER HARBOR,47,28,N,87,52,W,V,CN,47.46666666666667,-87.86666666666666
332,EAGLE HARBOR,47,28,N,88,10,W,V,CN,47.46666666666667,-88.16666666666667
333,HOUGHTON,47,7,N,88,34,W,S,LC,47.11666666666667,-88.56666666666666
334,ONTONAGON,46,53,N,89,20,W,V,RN,46.88333333333333,-89.33333333333333
335,ASHLAND,46,36,N,90,52,W,S,CN,46.6,-90.86666666666666
336,WASHBURN,46,40,N,90,53,W,V,CN,46.666666666666664,-90.88333333333334
337,BAYFIELD,46,48,N,90,49,W,V,CN,46.8,-90.81666666666666
338,LA POINTE,46,47,N,90,47,W,V,CN,46.78333333333333,-90.78333333333333
339,CORNUCOPIA,46,52,N,91,6,W,V,RB,46.86666666666667,-91.1
340,PORT WING,46,47,N,91,23,W,V,CB,46.78333333333333,-91.38333333333334
341,SUPERIOR,46,44,N,92,4,W,M,CB,46.733333333333334,-92.06666666666666
342,DULUTH,46,46,N,92,6,W,M,CB,46.766666666666666,-92.1
343,TWO HARBORS,47,1,N,91,39,W,S,CB,47.016666666666666,-91.65
344,GRAND MARAIS,47,45,N,90,20,W,V,CN,47.75,-90.33333333333333
345,WASHINGTON HARBOR,47,55,N,89,9,W,V,CN,47.916666666666664,-89.15
346,GASPE,48,50,N,64,29,W,S,CN,48.833333333333336,-64.48333333333333
347,DOUGLASTOWN,48,46,N,64,23,W,V,OR,48.766666666666666,-64.38333333333334
348,CHANDLER,48,22,N,64,40,W,S,CB,48.36666666666667,-64.66666666666667
349,DALHOUSIE,48,4,N,66,22,W,S,OR,48.06666666666667,-66.36666666666666
350,CARAQUET,47,48,N,64,56,W,S,CN,47.8,-64.93333333333334
351,SHIPPEGAN,47,45,N,64,42,W,V,CN,47.75,-64.7
352,SHEDIAC,46,13,N,64,33,W,V,CN,46.21666666666667,-64.55
353,ALBERTON,46,48,N,64,4,W,V,CN,46.8,-64.06666666666666
354,SOURIS HARBOUR,46,21,N,62,15,W,S,CB,46.35,-62.25
355,GEORGETOWN,46,11,N,62,32,W,S,RN,46.18333333333333,-62.53333333333333
356,CHARLOTTETOWN,46,14,N,63,8,W,S,CN,46.233333333333334,-63.13333333333333
357,SUMMERSIDE,46,24,N,63,47,W,S,CN,46.4,-63.78333333333333
358,PICTOU,45,40,N,62,43,W,S,CN,45.666666666666664,-62.71666666666667
359,PORT HAWKESBURY,45,37,N,61,22,W,V,CN,45.61666666666667,-61.36666666666667
360,PORT HASTINGS,45,39,N,61,24,W,V,CN,45.65,-61.4
361,CHETICAMP,46,38,N,61,0,W,V,CN,46.63333333333333,-61.0
362,WHYCOCOMAGH,45,58,N,61,8,W,V,CN,45.96666666666667,-61.13333333333333
363,GRAND NARROWS,45,57,N,60,47,W,V,CN,45.95,-60.78333333333333
364,LITTLE BRAS D OR,46,15,N,60,18,W,V,CN,46.25,-60.3
365,NORTH SYDNEY,46,13,N,60,15,W,S,CN,46.21666666666667,-60.25
366,SYDNEY,46,9,N,60,12,W,M,CN,46.15,-60.2
367,LOUISBURG,45,55,N,59,58,W,V,CN,45.916666666666664,-59.96666666666667
368,ARICHAT,45,31,N,61,1,W,V,CN,45.516666666666666,-61.016666666666666
369,GUYSBOROUGH,45,24,N,61,30,W,V,CN,45.4,-61.5
370,CANSO,45,20,N,61,0,W,V,CN,45.333333333333336,-61.0
371,WHITEHAVEN HARBOR,45,14,N,61,11,W,V,CN,45.233333333333334,-61.18333333333333
372,GOLDSBORO,45,11,N,61,39,W,V,CN,45.18333333333333,-61.65
373,STORMONT,45,13,N,61,43,W,V,CN,45.21666666666667,-61.71666666666667
374,SONORA,45,4,N,61,55,W,V,RN,45.06666666666667,-61.916666666666664
375,MUSQUODOBOIT HARBOUR,44,47,N,63,9,W,V,CN,44.78333333333333,-63.15
376,HALIFAX,44,39,N,63,35,W,L,CN,44.65,-63.583333333333336
377,SAMBRO,44,28,N,63,36,W,V,CN,44.46666666666667,-63.6
378,LUNENBURG,44,23,N,64,19,W,S,CN,44.38333333333333,-64.31666666666666
379,LIVERPOOL (BROOKLYN),44,2,N,64,39,W,S,CN,44.03333333333333,-64.65
380,LOCKEPORT,43,42,N,65,7,W,V,CB,43.7,-65.11666666666666
381,YARMOUTH,43,50,N,66,7,W,S,CN,43.833333333333336,-66.11666666666666
382,DIGBY,44,37,N,65,46,W,S,CN,44.61666666666667,-65.76666666666667
383,ANNAPOLIS ROYAL,44,45,N,65,31,W,V,RN,44.75,-65.51666666666667
384,WINDSOR,45,0,N,64,9,W,V,RN,45.0,-64.15
385,CANAPORT (ST. JOHN),45,12,N,65,59,W,L,OR,45.2,-65.98333333333333
386,ST JOHN,45,16,N,66,3,W,M,CB,45.266666666666666,-66.05
387,PORT BAYSIDE NB,45,9,N,67,8,W,V,RN,45.15,-67.13333333333334
388,EASTPORT,44,54,N,66,59,W,V,CN,44.9,-66.98333333333333
389,LUBEC,44,52,N,66,59,W,V,CN,44.86666666666667,-66.98333333333333
390,MACHIASPORT,44,42,N,67,24,W,V,CN,44.7,-67.4
391,MACHIAS,44,43,N,67,28,W,V,RN,44.71666666666667,-67.46666666666667
392,JONESPORT,44,32,N,67,37,W,V,CN,44.53333333333333,-67.61666666666666
393,WYMAN,44,31,N,67,52,W,V,CN,44.516666666666666,-67.86666666666666
394,MILBRIDGE,44,32,N,67,53,W,V,RN,44.53333333333333,-67.88333333333334
395,COREA,44,24,N,67,58,W,V,CN,44.4,-67.96666666666667
396,WINTER HARBOR,44,23,N,68,5,W,V,CN,44.38333333333333,-68.08333333333333
397,SORRENTO,44,28,N,68,11,W,V,CN,44.46666666666667,-68.18333333333334
398,BAR HARBOR,44,23,N,68,12,W,V,CN,44.38333333333333,-68.2
399,NORTHEAST HARBOR,44,18,N,68,17,W,V,CN,44.3,-68.28333333333333
400,SOUTHWEST HARBOR,44,17,N,68,19,W,V,CN,44.28333333333333,-68.31666666666666
401,MOUNT DESERT,44,22,N,68,20,W,V,CN,44.36666666666667,-68.33333333333333
402,FRENCHBORO,44,7,N,68,22,W,V,CN,44.11666666666667,-68.36666666666666
403,MINTURN,44,9,N,68,27,W,V,CN,44.15,-68.45
404,SWANS ISLAND,44,8,N,68,27,W,V,CN,44.13333333333333,-68.45
405,BASS HARBOR,44,14,N,68,21,W,V,CN,44.233333333333334,-68.35
406,ELLSWORTH,44,33,N,68,25,W,V,RN,44.55,-68.41666666666667
407,BROOKLIN,44,16,N,68,35,W,V,CN,44.266666666666666,-68.58333333333333
408,BUCKS HARBOR,44,20,N,68,44,W,V,CN,44.333333333333336,-68.73333333333333
409,STONINGTON,44,9,N,68,40,W,V,CN,44.15,-68.66666666666667
410,CRIEHAVEN,43,50,N,68,53,W,V,CB,43.833333333333336,-68.88333333333334
411,MATINICUS,43,52,N,68,53,W,V,CB,43.86666666666667,-68.88333333333334
412,VINALHAVEN,44,3,N,68,50,W,V,CN,44.05,-68.83333333333333
413,NORTH HAVEN,44,8,N,68,52,W,V,CN,44.13333333333333,-68.86666666666666
414,CASTINE,44,23,N,68,44,W,V,CN,44.38333333333333,-68.73333333333333
415,SANDYPOINT,44,31,N,68,49,W,V,RN,44.516666666666666,-68.81666666666666
416,BUCKSPORT,44,34,N,68,47,W,V,RN,44.56666666666667,-68.78333333333333
417,WINTERPORT,44,38,N,68,51,W,V,RN,44.63333333333333,-68.85
418,BANGOR,44,48,N,68,46,W,S,RN,44.8,-68.76666666666667
419,SEARSPORT,44,27,N,68,55,W,S,RN,44.45,-68.91666666666667
420,BELFAST,44,25,N,69,0,W,V,RN,44.416666666666664,-69.0
421,CAMDEN,44,13,N,69,4,W,V,CN,44.21666666666667,-69.06666666666666
422,ROCKPORT,44,11,N,69,4,W,V,CN,44.18333333333333,-69.06666666666666
423,ROCKLAND,44,6,N,69,6,W,V,CB,44.1,-69.1
424,MONHEGAN,43,46,N,69,19,W,V,CN,43.766666666666666,-69.31666666666666
425,PORT CLYDE,43,55,N,69,15,W,V,CN,43.916666666666664,-69.25
426,THOMASTON,44,4,N,69,11,W,V,RN,44.06666666666667,-69.18333333333334
427,FRIENDSHIP,43,58,N,69,20,W,V,CN,43.96666666666667,-69.33333333333333
428,NEW HARBOR,43,52,N,69,29,W,V,CN,43.86666666666667,-69.48333333333333
429,PEMAQUID BEACH,43,52,N,69,32,W,V,CN,43.86666666666667,-69.53333333333333
430,SOUTH BRISTOL,43,52,N,69,33,W,V,CN,43.86666666666667,-69.55
431,BOOTHBAY HARBOR,43,52,N,69,35,W,V,CN,43.86666666666667,-69.58333333333333
432,ROBINHOOD,43,51,N,69,44,W,V,RN,43.85,-69.73333333333333
433,BATH,43,55,N,69,49,W,S,RN,43.916666666666664,-69.81666666666666
434,GARDINER,44,14,N,69,46,W,V,RN,44.233333333333334,-69.76666666666667
435,AUGUSTA,44,19,N,69,46,W,V,RN,44.31666666666667,-69.76666666666667
436,CUNDY HARBOR,43,47,N,69,54,W,V,CN,43.78333333333333,-69.9
437,SOUTH HARPSWELL,43,44,N,70,1,W,V,CN,43.733333333333334,-70.01666666666667
438,PORTLAND,43,40,N,70,15,W,M,CN,43.666666666666664,-70.25
439,SACO,43,30,N,70,27,W,V,RN,43.5,-70.45
440,KENNEBUNKPORT,43,22,N,70,28,W,V,RN,43.36666666666667,-70.46666666666667
441,PORTSMOUTH,43,5,N,70,45,W,S,RN,43.083333333333336,-70.75
442,NEWBURYPORT,42,49,N,70,52,W,V,RN,42.81666666666667,-70.86666666666666
443,ROCKPORT,42,40,N,70,37,W,V,CB,42.666666666666664,-70.61666666666666
444,GLOUCESTER,42,36,N,70,40,W,S,CN,42.6,-70.66666666666667
445,BEVERLY,42,32,N,70,53,W,V,CN,42.53333333333333,-70.88333333333334
446,SALEM,42,31,N,70,53,W,S,CN,42.516666666666666,-70.88333333333334
447,MARBLEHEAD,42,30,N,70,51,W,V,CN,42.5,-70.85
448,LYNN,42,27,N,70,57,W,V,CN,42.45,-70.95
449,BOSTON,42,21,N,71,3,W,L,CN,42.35,-71.05
450,QUINCY,42,15,N,70,58,W,S,RN,42.25,-70.96666666666667
451,SCITUATE,42,12,N,70,43,W,V,CB,42.2,-70.71666666666667
452,PLYMOUTH,41,57,N,70,40,W,V,CN,41.95,-70.66666666666667
453,PROVINCETOWN,42,3,N,70,11,W,V,CN,42.05,-70.18333333333334
454,HYANNIS,41,39,N,70,17,W,V,CN,41.65,-70.28333333333333
455,HYANNIS PORT,41,38,N,70,18,W,V,CB,41.63333333333333,-70.3
456,FALMOUTH,41,33,N,70,37,W,V,CN,41.55,-70.61666666666666
457,NANTUCKET,41,17,N,70,6,W,V,CN,41.28333333333333,-70.1
458,EDGARTOWN,41,23,N,70,30,W,V,CN,41.38333333333333,-70.5
459,VINEYARD HAVEN,41,27,N,70,36,W,V,CB,41.45,-70.6
460,WOODS HOLE,41,31,N,70,40,W,V,CN,41.516666666666666,-70.66666666666667
461,NEW BEDFORD,41,38,N,70,55,W,S,CN,41.63333333333333,-70.91666666666667
462,NEWPORT,41,30,N,71,20,W,S,CN,41.5,-71.33333333333333
463,FALL RIVER,41,42,N,71,10,W,V,CN,41.7,-71.16666666666667
464,TIVERTON,41,38,N,71,13,W,S,RN,41.63333333333333,-71.21666666666667
465,BRISTOL,41,40,N,71,16,W,V,CN,41.666666666666664,-71.26666666666667
466,PROVIDENCE,41,48,N,71,24,W,M,RN,41.8,-71.4
467,QUONSET POINT,41,35,N,71,24,W,V,CN,41.583333333333336,-71.4
468,DAVISVILLE DEPOT,41,37,N,71,24,W,V,CN,41.61666666666667,-71.4
469,MONTAUK HARBOR,41,4,N,71,56,W,V,CB,41.06666666666667,-71.93333333333334
470,GREENPORT,41,6,N,72,22,W,V,CB,41.1,-72.36666666666666
471,STONINGTON,41,20,N,71,54,W,V,RN,41.333333333333336,-71.9
472,NOANK,41,19,N,71,59,W,V,CN,41.31666666666667,-71.98333333333333
473,MYSTIC,41,21,N,71,58,W,V,RN,41.35,-71.96666666666667
474,NEW LONDON,41,21,N,72,5,W,S,RN,41.35,-72.08333333333333
475,NORWICH,41,31,N,72,5,W,V,RN,41.516666666666666,-72.08333333333333
476,ESSEX,41,21,N,72,23,W,V,RN,41.35,-72.38333333333334
477,NEW HAVEN,41,14,N,72,55,W,S,CB,41.233333333333334,-72.91666666666667
478,PORT JEFFERSON,40,57,N,73,5,W,V,CB,40.95,-73.08333333333333
479,BRIDGEPORT,41,10,N,73,11,W,M,CB,41.166666666666664,-73.18333333333334
480,SOUTHPORT,41,8,N,73,17,W,V,RN,41.13333333333333,-73.28333333333333
481,NORWALK,41,6,N,73,25,W,V,RN,41.1,-73.41666666666667
482,STAMFORD,41,2,N,73,33,W,V,RN,41.03333333333333,-73.55
483,GREENWICH,41,1,N,73,37,W,V,CN,41.016666666666666,-73.61666666666666
484,PORT CHESTER,41,0,N,73,40,W,V,RN,41.0,-73.66666666666667
485,CITY ISLAND,40,51,N,73,47,W,V,CN,40.85,-73.78333333333333
486,BROOKLYN,40,40,N,74,1,W,L,RN,40.666666666666664,-74.01666666666667
487,NEW YORK CITY,40,42,N,74,1,W,L,RN,40.7,-74.01666666666667
488,PATCHOGUE,40,45,N,73,1,W,V,RN,40.75,-73.01666666666667
489,YONKERS,40,56,N,73,54,W,S,RN,40.93333333333333,-73.9
490,NEWBURGH,41,30,N,74,0,W,V,RN,41.5,-74.0
491,POUGHKEEPSIE,41,42,N,73,57,W,V,RN,41.7,-73.95
492,KINGSTON,41,56,N,73,58,W,S,RN,41.93333333333333,-73.96666666666667
493,CATSKILL,42,13,N,73,51,W,V,RN,42.21666666666667,-73.85
494,ALBANY,42,39,N,73,45,W,M,RN,42.65,-73.75
495,RENSSELAER,42,39,N,73,45,W,V,RN,42.65,-73.75
496,TROY,42,44,N,73,42,W,V,RN,42.733333333333334,-73.7
497,EDGEWATER,40,49,N,73,59,W,V,RN,40.81666666666667,-73.98333333333333
498,WEEHAWKEN,40,46,N,74,1,W,S,RN,40.766666666666666,-74.01666666666667
499,HOBOKEN,40,45,N,74,1,W,M,RN,40.75,-74.01666666666667
500,JERSEY CITY,40,43,N,74,2,W,M,RN,40.71666666666667,-74.03333333333333
501,BAYONNE,40,41,N,74,6,W,M,RN,40.68333333333333,-74.1
502,NEWARK,40,42,N,74,9,W,M,RB,40.7,-74.15
503,ELIZABETHPORT,40,39,N,74,11,W,S,CN,40.65,-74.18333333333334
504,STAPLETON SI,40,38,N,74,4,W,S,CN,40.63333333333333,-74.06666666666666
505,TOMPKINSVILLE SI,40,38,N,74,4,W,M,CN,40.63333333333333,-74.06666666666666
506,PORT RICHMOND SI,40,39,N,74,8,W,S,CN,40.65,-74.13333333333334
507,MARINERS HARBOR SI,40,38,N,74,10,W,S,CN,40.63333333333333,-74.16666666666667
508,GULFPORT SI,40,38,N,74,12,W,S,RN,40.63333333333333,-74.2
509,PORT SOCONY,40,33,N,74,15,W,S,RN,40.55,-74.25
510,BAYWAY,40,38,N,74,12,W,V,RN,40.63333333333333,-74.2
511,GRASSELLI,40,37,N,74,12,W,S,RN,40.61666666666667,-74.2
512,CARTERET,40,35,N,74,13,W,S,RN,40.583333333333336,-74.21666666666667
513,CHROME,40,34,N,74,13,W,S,RN,40.56666666666667,-74.21666666666667
514,PORT READING,40,34,N,74,14,W,S,RN,40.56666666666667,-74.23333333333333
515,SEWAREN,40,33,N,74,15,W,V,RN,40.55,-74.25
516,MAURER,40,32,N,74,15,W,V,RN,40.53333333333333,-74.25
517,PERTH AMBOY,40,30,N,74,16,W,S,RN,40.5,-74.26666666666667
518,SAYREVILLE,40,28,N,74,22,W,V,CN,40.46666666666667,-74.36666666666666
519,SOUTH AMBOY,40,29,N,74,16,W,S,CN,40.483333333333334,-74.26666666666667
520,LEONARDO,40,26,N,74,4,W,S,CN,40.43333333333333,-74.06666666666666
521,BARNEGAT,39,46,N,74,6,W,V,CN,39.766666666666666,-74.1
522,ATLANTIC CITY,39,22,N,74,25,W,V,CN,39.36666666666667,-74.41666666666667
523,SALEM NJ,39,40,N,75,29,W,V,RN,39.666666666666664,-75.48333333333333
524,NEW CASTLE,39,39,N,75,34,W,V,RN,39.65,-75.56666666666666
525,DEEPWATER POINT,39,42,N,75,31,W,V,RN,39.7,-75.51666666666667
526,WILMINGTON,39,44,N,75,33,W,M,RN,39.733333333333334,-75.55
527,MARCUS HOOK,39,49,N,75,25,W,S,RN,39.81666666666667,-75.41666666666667
528,CHESTER,39,51,N,75,21,W,L,RN,39.85,-75.35
529,PHILADELPHIA,39,57,N,75,8,W,L,RN,39.95,-75.13333333333334
530,PAULSBORO,39,51,N,75,15,W,V,RN,39.85,-75.25
531,GLOUCESTER,39,54,N,75,8,W,S,RN,39.9,-75.13333333333334
532,CAMDEN,39,57,N,75,8,W,M,RN,39.95,-75.13333333333334
533,BURLINGTON,40,5,N,74,52,W,V,RN,40.083333333333336,-74.86666666666666
534,BRISTOL,40,6,N,74,51,W,V,RN,40.1,-74.85
535,TRENTON,40,12,N,74,46,W,V,RN,40.2,-74.76666666666667
536,OCEAN CITY,38,20,N,75,5,W,V,CN,38.333333333333336,-75.08333333333333
537,CAPE CHARLES,37,16,N,76,1,W,V,CN,37.266666666666666,-76.01666666666667
538,SALISBURY,38,22,N,75,36,W,V,RN,38.36666666666667,-75.6
539,HAVRE DE GRACE,39,32,N,76,5,W,V,RN,39.53333333333333,-76.08333333333333
540,BALTIMORE,39,16,N,76,35,W,L,RN,39.266666666666666,-76.58333333333333
541,ANNAPOLIS,38,59,N,76,29,W,V,RN,38.983333333333334,-76.48333333333333
542,SOLOMONS ISLAND,38,19,N,76,27,W,V,RN,38.31666666666667,-76.45
543,WASHINGTON D.C.,38,52,N,77,2,W,S,RN,38.86666666666667,-77.03333333333333
544,ALEXANDRIA,38,48,N,77,2,W,S,RN,38.8,-77.03333333333333
545,PINEY POINT,38,8,N,76,32,W,V,RN,38.13333333333333,-76.53333333333333
546,YORKTOWN,37,14,N,76,30,W,V,RN,37.233333333333334,-76.5
547,WEST POINT,37,32,N,76,48,W,V,RN,37.53333333333333,-76.8
548,FREDERICKSBURG,38,18,N,77,27,W,V,RN,38.3,-77.45
549,NORFOLK,36,51,N,76,18,W,L,RN,36.85,-76.3
550,PORTSMOUTH,36,49,N,76,18,W,S,RN,36.81666666666667,-76.3
551,NEWPORT NEWS,36,58,N,76,26,W,M,CN,36.96666666666667,-76.43333333333334
552,WARWICK,37,27,N,77,25,W,S,RN,37.45,-77.41666666666667
553,RICHMOND,37,32,N,77,25,W,V,RN,37.53333333333333,-77.41666666666667
554,ELIZABETH CITY,36,18,N,76,13,W,V,RN,36.3,-76.21666666666667
555,HERTFORD,36,11,N,76,28,W,V,RN,36.18333333333333,-76.46666666666667
556,EDENTON,36,3,N,76,37,W,V,CN,36.05,-76.61666666666666
557,PLYMOUTH,35,52,N,76,45,W,V,RN,35.86666666666667,-76.75
558,COLUMBIA,35,55,N,76,15,W,V,RN,35.916666666666664,-76.25
559,BELHAVEN,35,37,N,76,37,W,V,RN,35.61666666666667,-76.61666666666666
560,WASHINGTON,35,33,N,77,3,W,V,RN,35.55,-77.05
561,BAYBORO,35,9,N,76,46,W,V,RN,35.15,-76.76666666666667
562,NEW BERN,35,6,N,77,3,W,V,RB,35.1,-77.05
563,BEAUFORT,34,43,N,76,40,W,V,CN,34.71666666666667,-76.66666666666667
564,MOREHEAD CITY,34,43,N,76,42,W,V,CN,34.71666666666667,-76.7
565,SWANSBORO,34,41,N,77,8,W,V,CN,34.68333333333333,-77.13333333333334
566,WRIGHTSVILLE,34,13,N,77,49,W,S,CN,34.21666666666667,-77.81666666666666
567,WILMINGTON,34,14,N,77,57,W,M,RN,34.233333333333334,-77.95
568,SOUTHPORT,33,55,N,78,1,W,V,RN,33.916666666666664,-78.01666666666667
569,GEORGETOWN,33,22,N,79,17,W,V,RN,33.36666666666667,-79.28333333333333
570,CHARLESTON,32,47,N,79,55,W,S,RN,32.78333333333333,-79.91666666666667
571,PORT ROYAL,32,22,N,80,41,W,V,RN,32.36666666666667,-80.68333333333334
572,BEAUFORT,32,2,N,80,40,W,V,RN,32.03333333333333,-80.66666666666667
573,SAVANNAH,32,5,N,81,5,W,M,RN,32.083333333333336,-81.08333333333333
574,DARIEN,31,22,N,81,26,W,V,RN,31.366666666666667,-81.43333333333334
575,BRUNSWICK,31,9,N,81,30,W,S,RN,31.15,-81.5
576,FERNANDINA BEACH,30,41,N,81,28,W,S,RN,30.683333333333334,-81.46666666666667
577,MAYPORT,30,24,N,81,26,W,V,RN,30.4,-81.43333333333334
578,JACKSONVILLE,30,19,N,81,39,W,M,RN,30.316666666666666,-81.65
579,ST AUGUSTINE,29,54,N,81,19,W,V,CN,29.9,-81.31666666666666
580,CANAVERAL HARBOR,28,42,N,80,37,W,V,CN,28.7,-80.61666666666666
581,FORT PIERCE,27,28,N,80,19,W,V,CN,27.466666666666665,-80.31666666666666
582,PALM BEACH,26,46,N,80,3,W,V,CN,26.766666666666666,-80.05
583,PORT EVERGLADES,26,6,N,80,7,W,M,CN,26.1,-80.11666666666666
584,MIAMI,25,47,N,80,11,W,S,CN,25.783333333333335,-80.18333333333334
585,KEY WEST,24,33,N,81,49,W,S,CN,24.55,-81.81666666666666
586,BOCA GRANDE,26,42,N,82,20,W,V,CN,26.7,-82.33333333333333
587,PORT MANATEE,27,38,N,82,34,W,S,CT,27.633333333333333,-82.56666666666666
588,TAMPA,27,55,N,82,27,W,M,CN,27.916666666666668,-82.45
589,ST PETERSBURG,27,46,N,82,37,W,S,CN,27.766666666666666,-82.61666666666666
590,TARPON SPRINGS,28,9,N,82,46,W,V,CN,28.15,-82.76666666666667
591,CARRABELLE,29,51,N,84,40,W,V,RN,29.85,-84.66666666666667
592,APALACHICOLA,29,43,N,84,59,W,V,RN,29.716666666666665,-84.98333333333333
593,PORT ST JOE,29,49,N,85,19,W,S,CN,29.816666666666666,-85.31666666666666
594,PANAMA CITY,30,8,N,85,39,W,S,CN,30.133333333333333,-85.65
595,PENSACOLA,30,24,N,87,13,W,S,CN,30.4,-87.21666666666667
596,MOBILE,30,41,N,88,7,W,L,RN,30.683333333333334,-88.11666666666666
597,PASCAGOULA,30,21,N,88,34,W,S,RN,30.35,-88.56666666666666
598,BILOXI,30,23,N,88,53,W,V,CN,30.383333333333333,-88.88333333333334
599,GULFPORT,30,21,N,89,5,W,S,CN,30.35,-89.08333333333333
600,SLIDELL,30,16,N,89,47,W,V,LC,30.266666666666666,-89.78333333333333
601,MADISONVILLE,30,24,N,90,9,W,V,RN,30.4,-90.15
602,SOUTHWEST PASS,28,27,N,90,42,W,S,RN,28.45,-90.7
603,PORT SULPHUR,29,29,N,89,41,W,V,RN,29.483333333333334,-89.68333333333334
604,GRETNA,29,55,N,90,4,W,V,RN,29.916666666666668,-90.06666666666666
605,NEW ORLEANS,29,57,N,90,3,W,L,RN,29.95,-90.05
606,PORT OF MEMPHIS,35,4,N,90,10,W,S,RN,35.06666666666667,-90.16666666666667
607,TRI-CITY PORT,38,43,N,90,12,W,L,RN,38.71666666666667,-90.2
608,ST. JAMES,29,59,N,90,56,W,S,RN,29.983333333333334,-90.93333333333334
609,CONVENT,30,1,N,90,50,W,S,RN,30.016666666666666,-90.83333333333333
610,ST ROSE,29,57,N,90,19,W,V,RN,29.95,-90.31666666666666
611,RESERVE,30,3,N,90,33,W,V,RN,30.05,-90.55
612,DESTREHAN,29,57,N,90,22,W,V,RN,29.95,-90.36666666666666
613,BATON ROUGE,30,27,N,91,11,W,S,RN,30.45,-91.18333333333334
614,LOOP TERMINAL,28,53,N,90,1,W,L,OR,28.883333333333333,-90.01666666666667
615,GRAND ISLE,29,14,N,90,0,W,V,CN,29.233333333333334,-90.0
616,MORGAN CITY,29,42,N,91,13,W,V,RN,29.7,-91.21666666666667
617,HAYMARK TERMINAL,30,8,N,93,19,W,V,RN,30.133333333333333,-93.31666666666666
618,LAKE CHARLES,30,13,N,93,15,W,S,RN,30.216666666666665,-93.25
619,SABINE,29,43,N,93,52,W,V,CN,29.716666666666665,-93.86666666666666
620,SABINE PASS,29,44,N,93,54,W,V,CN,29.733333333333334,-93.9
621,ORANGE,30,5,N,93,44,W,V,RN,30.083333333333332,-93.73333333333333
622,PORT ARTHUR,29,50,N,93,58,W,M,LC,29.833333333333332,-93.96666666666667
623,PORT NECHES,30,0,N,93,57,W,S,RN,30.0,-93.95
624,BEAUMONT,30,5,N,94,5,W,M,RN,30.083333333333332,-94.08333333333333
625,GALVESTON,29,19,N,94,47,W,L,CN,29.316666666666666,-94.78333333333333
626,TEXAS CITY,29,23,N,94,55,W,S,CN,29.383333333333333,-94.91666666666667
627,BAYTOWN,29,44,N,95,1,W,V,CN,29.733333333333334,-95.01666666666667
628,NORSWORTHY,29,44,N,95,12,W,V,RN,29.733333333333334,-95.2
629,PASADENA,29,43,N,95,13,W,V,RN,29.716666666666665,-95.21666666666667
630,SINCO,29,43,N,95,14,W,V,RN,29.716666666666665,-95.23333333333333
631,DEER PARK,29,45,N,95,20,W,V,RN,29.75,-95.33333333333333
632,HOUSTON,29,45,N,95,17,W,L,RT,29.75,-95.28333333333333
633,FREEPORT,28,57,N,95,20,W,V,RN,28.95,-95.33333333333333
634,PALACIOS,28,41,N,96,13,W,V,CN,28.683333333333334,-96.21666666666667
635,PORT LAVACA,28,37,N,96,37,W,V,CN,28.616666666666667,-96.61666666666666
636,PORT OCONNOR,28,27,N,96,24,W,V,CN,28.45,-96.4
637,ROCKPORT,28,1,N,97,3,W,V,CN,28.016666666666666,-97.05
638,CORPUS CHRISTI,27,49,N,97,24,W,M,CN,27.816666666666666,-97.4
639,PORT ARANSAS,27,50,N,97,3,W,V,CN,27.833333333333332,-97.05
640,PORT INGLESIDE,27,49,N,97,11,W,V,CN,27.816666666666666,-97.18333333333334
641,PORT ISABEL,26,5,N,97,12,W,V,CN,26.083333333333332,-97.2
642,BROWNSVILLE,25,57,N,97,24,W,S,LC,25.95,-97.4
643,ALTAMIRA,22,29,N,97,51,W,V,RB,22.483333333333334,-97.85
644,TAMPICO,22,13,N,97,52,W,M,RN,22.216666666666665,-97.86666666666666
645,TUXPAN,20,57,N,97,24,W,M,RN,20.95,-97.4
646,VERACRUZ,19,12,N,96,8,W,M,CB,19.2,-96.13333333333334
647,CAYO ARCAS TERMINAL,20,10,N,91,59,W,V,OR,20.166666666666668,-91.98333333333333
648,COATZACOALCOS,18,9,N,94,25,W,S,RN,18.15,-94.41666666666667
649,NANCHITAL,18,4,N,94,25,W,V,RN,18.066666666666666,-94.41666666666667
650,MINATITLAN,17,54,N,94,35,W,V,RN,17.9,-94.58333333333333
651,DOS BOCAS TERMINAL,18,26,N,93,13,W,V,OR,18.433333333333334,-93.21666666666667
652,FRONTERA,18,32,N,92,39,W,V,RN,18.533333333333335,-92.65
